transDate,dateOfBirth,fraud_rate_name,fraud_rate_business,fraud_rate_category,fraud_rate_city,fraud_rate_state,fraud_rate_gender,fraud_rate_zip,fraud_rate_job,isFraud,predicted_isFraud
,716303,0.0,0.006688963,0.010477299,0.0,0.009234436,0.006756892,0.0,0.053333333,,0
,716303,0.0,0.003952569,0.002980392,0.0,0.009234436,0.006756892,0.0,0.053333333,,0
,716303,0.0,0.002762431,0.005787606,0.0,0.009234436,0.006756892,0.0,0.053333333,,0
,716303,0.0,0.0,0.003257576,0.0,0.009234436,0.006756892,0.0,0.053333333,,0
,720729,0.050458716,0.005524862,0.001902675,0.050458716,0.008761905,0.006756892,0.050458716,0.050458716,,0
,720729,0.050458716,0.0,0.017672538,0.050458716,0.008761905,0.006756892,0.050458716,0.050458716,,0
,720729,0.050458716,0.0,0.004189322,0.050458716,0.008761905,0.006756892,0.050458716,0.050458716,,0
,724400,0.047619048,0.003937008,0.001927913,0.047619048,0.009333835,0.006756892,0.047619048,0.047619048,,0
,724400,0.047619048,0.0,0.001549427,0.047619048,0.009333835,0.006756892,0.047619048,0.047619048,,0
,722383,0.046822742,0.031128405,0.023101104,0.046822742,0.009457755,0.008066088,0.046822742,0.046822742,,0
,722383,0.046822742,0.004291845,0.004189322,0.046822742,0.009457755,0.008066088,0.046822742,0.046822742,,0
,722383,0.046822742,0.004166667,0.001927913,0.046822742,0.009457755,0.008066088,0.046822742,0.046822742,,0
,728535,0.0,0.02189781,0.023101104,0.0,0.009457755,0.006756892,0.0,0.045614035,,0
,728535,0.0,0.019011407,0.023101104,0.0,0.009457755,0.006756892,0.0,0.045614035,,0
,728535,0.0,0.017964072,0.017672538,0.0,0.009457755,0.006756892,0.0,0.045614035,,0
,726920,0.059907834,0.0,0.004189322,0.059907834,0.012047156,0.006756892,0.059907834,0.045614035,,0
,719153,0.0,0.005952381,0.010477299,0.0,0.004195804,0.006756892,0.0,0.044715447,,0
,719153,0.0,0.0,0.003007253,0.0,0.004195804,0.006756892,0.0,0.044715447,,0
,720148,0.030837004,0.012145749,0.023101104,0.030837004,0.005625414,0.008066088,0.030837004,0.043373494,,0
,720148,0.030837004,0.008595989,0.017672538,0.030837004,0.005625414,0.008066088,0.030837004,0.043373494,,0
,725371,0.058510638,0.0,0.004189322,0.058510638,0.004394531,0.006756892,0.058510638,0.043373494,,0
,725111,0.0,0.02484472,0.017672538,0.0,0.004874482,0.008066088,0.0,0.042735043,,0
,725111,0.0,0.003125,0.010477299,0.0,0.004874482,0.008066088,0.0,0.042735043,,0
,714396,0.085889571,0.0,0.003007253,0.085889571,0.007009346,0.008066088,0.085889571,0.042735043,,0
,722892,0.042056075,0.027439024,0.017672538,0.042056075,0.006124722,0.008066088,0.042056075,0.042056075,,1
,725999,0.0,0.021621622,0.017672538,0.0,0.004195804,0.006756892,0.0,0.042056075,,0
,725999,0.0,0.019444444,0.010477299,0.0,0.004195804,0.006756892,0.0,0.042056075,,0
,725999,0.0,0.00795756,0.005787606,0.0,0.004195804,0.006756892,0.0,0.042056075,,0
,722892,0.042056075,0.005899705,0.017672538,0.042056075,0.006124722,0.008066088,0.042056075,0.042056075,,0
,727841,0.04109589,0.037542662,0.023101104,0.04109589,0.006184987,0.006756892,0.04109589,0.04109589,,0
,726291,0.040816327,0.027439024,0.017672538,0.011869436,0.009457755,0.008066088,0.040816327,0.040816327,,0
,726291,0.040816327,0.009036145,0.010477299,0.011869436,0.009457755,0.008066088,0.040816327,0.040816327,,0
,726291,0.040816327,0.008,0.003506535,0.011869436,0.009457755,0.008066088,0.040816327,0.040816327,,0
,722323,0.0,0.025641026,0.023101104,0.0,0.014195584,0.008066088,0.0,0.040431267,,0
,716128,0.081081081,0.011952191,0.004189322,0.081081081,0.009234436,0.008066088,0.081081081,0.040431267,,0
,716128,0.081081081,0.003921569,0.002980392,0.081081081,0.009234436,0.008066088,0.081081081,0.040431267,,0
,711461,0.050458716,0.028409091,0.017672538,0.050458716,0.009333835,0.006756892,0.050458716,0.04020979,,0
,716318,0.075,0.009259259,0.003007253,0.075,0.009333835,0.006756892,0.075,0.04020979,,0
,716318,0.075,0.005847953,0.001902675,0.075,0.009333835,0.006756892,0.075,0.04020979,,0
,727109,0.0,0.002793296,0.005787606,0.0,0.004937053,0.008066088,0.0,0.04020979,,0
,727109,0.0,0.0,0.004189322,0.0,0.004937053,0.008066088,0.0,0.04020979,,0
,714529,0.0,0.0,0.002980392,0.0,0.005945575,0.008066088,0.0,0.04020979,,0
,707053,0.0,0.0,0.003007253,0.0,0.006184987,0.006756892,0.0,0.039772727,,0
,725510,0.039711191,0.013227513,0.005787606,0.039711191,0.004195804,0.008066088,0.039711191,0.039711191,,0
,725510,0.039711191,0.009940358,0.023101104,0.039711191,0.004195804,0.008066088,0.039711191,0.039711191,,0
,725510,0.039711191,0.007462687,0.023101104,0.039711191,0.004195804,0.008066088,0.039711191,0.039711191,,0
,724719,0.022727273,0.016129032,0.017672538,0.022727273,0.011739012,0.006756892,0.022727273,0.038617886,,0
,724719,0.022727273,0.003952569,0.003257576,0.022727273,0.011739012,0.006756892,0.022727273,0.038617886,,0
,724719,0.022727273,0.003816794,0.002980392,0.022727273,0.011739012,0.006756892,0.022727273,0.038617886,,0
,724719,0.022727273,0.0,0.001549427,0.022727273,0.011739012,0.006756892,0.022727273,0.038617886,,0
,724338,0.050228311,0.02484472,0.017672538,0.050228311,0.012047156,0.008066088,0.050228311,0.038461538,,0
,706831,0.0,0.018404908,0.017672538,0.0,0.011739012,0.006756892,0.0,0.038461538,,0
,724338,0.050228311,0.008746356,0.010477299,0.050228311,0.012047156,0.008066088,0.050228311,0.038461538,,0
,724338,0.050228311,0.007518797,0.003506535,0.050228311,0.012047156,0.008066088,0.050228311,0.038461538,,0
,724338,0.050228311,0.005263158,0.001902675,0.050228311,0.012047156,0.008066088,0.050228311,0.038461538,,0
,724338,0.050228311,0.004651163,0.004189322,0.050228311,0.012047156,0.008066088,0.050228311,0.038461538,,0
,712115,0.074324324,0.030612245,0.023101104,0.074324324,0.006124722,0.006756892,0.074324324,0.037671233,,0
,717016,0.051813472,0.013774105,0.005787606,0.051813472,0.011739012,0.006756892,0.051813472,0.036363636,,0
,717016,0.051813472,0.008595989,0.017672538,0.051813472,0.011739012,0.006756892,0.051813472,0.036363636,,0
,720258,0.0,0.007722008,0.003257576,0.0,0.006124722,0.006756892,0.0,0.036363636,,0
,720258,0.0,0.003759398,0.001927913,0.0,0.006124722,0.006756892,0.0,0.036363636,,0
,717016,0.051813472,0.0,0.002062371,0.051813472,0.011739012,0.006756892,0.051813472,0.036363636,,0
,720258,0.0,0.0,0.001902675,0.0,0.006124722,0.006756892,0.0,0.036363636,,0
,720258,0.0,0.0,0.001902675,0.0,0.006124722,0.006756892,0.0,0.036363636,,0
,710156,0.035856574,0.034682081,0.018063503,0.035856574,0.009457755,0.008066088,0.035856574,0.035856574,,0
,710156,0.035856574,0.009836066,0.003257576,0.035856574,0.009457755,0.008066088,0.035856574,0.035856574,,0
,710156,0.035856574,0.0,0.002062371,0.035856574,0.009457755,0.008066088,0.035856574,0.035856574,,0
,727749,0.064516129,0.032374101,0.023101104,0.064516129,0.007676997,0.008066088,0.064516129,0.035335689,,0
,727749,0.064516129,0.00795756,0.005787606,0.064516129,0.007676997,0.008066088,0.064516129,0.035335689,,0
,727749,0.064516129,0.004032258,0.003257576,0.064516129,0.007676997,0.008066088,0.064516129,0.035335689,,0
,727749,0.064516129,0.0,0.002980392,0.064516129,0.007676997,0.008066088,0.064516129,0.035335689,,0
,729385,0.037900875,0.027472527,0.018063503,0.037900875,0.005077499,0.006756892,0.037900875,0.033707865,,0
,729385,0.037900875,0.012578616,0.023101104,0.037900875,0.005077499,0.006756892,0.037900875,0.033707865,,0
,725079,0.0,0.010498688,0.017672538,0.015384615,0.015384615,0.006756892,0.0,0.033707865,,0
,714222,0.0,0.007874016,0.003257576,0.0,0.005624749,0.006756892,0.0,0.033707865,,0
,714222,0.0,0.005277045,0.005787606,0.0,0.005624749,0.006756892,0.0,0.033707865,,0
,729385,0.037900875,0.0,0.003257576,0.037900875,0.005077499,0.006756892,0.037900875,0.033707865,,0
,714222,0.0,0.0,0.001927913,0.0,0.005624749,0.006756892,0.0,0.033707865,,0
,729385,0.037900875,0.0,0.001549427,0.037900875,0.005077499,0.006756892,0.037900875,0.033707865,,0
,728270,0.0,0.005899705,0.017672538,0.0,0.009457755,0.008066088,0.0,0.032608696,,0
,720394,0.0,0.0,0.003257576,0.0,0.008761905,0.008066088,0.0,0.032608696,,0
,716223,0.131868132,0.0,0.001927913,0.131868132,0.007343124,0.006756892,0.131868132,0.032608696,,0
,740524,0.0,0.021390374,0.018063503,0.0,0.012047156,0.008066088,0.0,0.03236246,,0
,740524,0.0,0.0,0.001549427,0.0,0.012047156,0.008066088,0.0,0.03236246,,0
,716580,0.0,0.016393443,0.003007253,0.0,0.011739012,0.006756892,0.0,0.03125,,0
,716580,0.0,0.003846154,0.001549427,0.0,0.011739012,0.006756892,0.0,0.03125,,0
,713870,0.0,0.011560694,0.018063503,0.0,0.006798419,0.008066088,0.0,0.030405405,,0
,713870,0.0,0.0,0.002062371,0.0,0.006798419,0.008066088,0.0,0.030405405,,0
,713870,0.0,0.0,0.001927913,0.0,0.006798419,0.008066088,0.0,0.030405405,,0
,719478,0.037790698,0.010309278,0.002062371,0.019117647,0.009333835,0.006756892,0.037790698,0.030092593,,0
,714429,0.0,0.010282776,0.017672538,0.0,0.005077499,0.006756892,0.0,0.030092593,,0
,723229,0.115384615,0.014450867,0.017672538,0.115384615,0.002004901,0.008066088,0.115384615,0.02970297,,0
,727474,0.0,0.010548523,0.023101104,0.0,0.009234436,0.006756892,0.0,0.02970297,,0
,727474,0.0,0.007961783,0.001549427,0.0,0.009234436,0.006756892,0.0,0.02970297,,0
,727474,0.0,0.004,0.003257576,0.0,0.009234436,0.006756892,0.0,0.02970297,,0
,727474,0.0,0.0,0.001549427,0.0,0.009234436,0.006756892,0.0,0.02970297,,0
,727063,0.02919708,0.006006006,0.002062371,0.02919708,0.004874482,0.008066088,0.02919708,0.02919708,,0
,727063,0.02919708,0.003344482,0.010477299,0.02919708,0.004874482,0.008066088,0.02919708,0.02919708,,0
,715727,0.072463768,0.017964072,0.017672538,0.065789474,0.009234436,0.006756892,0.102040816,0.028606965,,0
,716395,0.0,0.014981273,0.023101104,0.0,0.012047156,0.008066088,0.0,0.028606965,,0
,723758,0.052980132,0.012269939,0.010477299,0.052980132,0.008063189,0.008066088,0.052980132,0.028606965,,0
,716395,0.0,0.010958904,0.005787606,0.0,0.012047156,0.008066088,0.0,0.028606965,,0
,715727,0.072463768,0.00862069,0.001927913,0.065789474,0.009234436,0.006756892,0.102040816,0.028606965,,0
,718510,0.0,0.007874016,0.002980392,0.0,0.004394531,0.008066088,0.0,0.028606965,,0
,715727,0.072463768,0.007518797,0.023101104,0.065789474,0.009234436,0.006756892,0.102040816,0.028606965,,0
,717019,0.0,0.0,0.001927913,0.0,0.007676997,0.008066088,0.0,0.028606965,,0
,727327,0.037037037,0.024822695,0.023101104,0.037037037,0.014195584,0.006756892,0.037037037,0.028268551,,0
,727327,0.037037037,0.01529052,0.017672538,0.037037037,0.014195584,0.006756892,0.037037037,0.028268551,,0
,727327,0.037037037,0.003174603,0.002062371,0.037037037,0.014195584,0.006756892,0.037037037,0.028268551,,0
,706292,0.0,0.0,0.002062371,0.0,0.004394531,0.006756892,0.0,0.028268551,,0
,729599,0.0,0.025547445,0.023101104,0.0,0.012047156,0.008066088,0.0,0.027833002,,0
,729599,0.0,0.009463722,0.010477299,0.0,0.012047156,0.008066088,0.0,0.027833002,,0
,724885,0.09929078,0.003236246,0.010477299,0.09929078,0.012047156,0.006756892,0.09929078,0.027833002,,1
,729599,0.0,0.0,0.004189322,0.0,0.012047156,0.008066088,0.0,0.027833002,,0
,729599,0.0,0.0,0.002062371,0.0,0.012047156,0.008066088,0.0,0.027833002,,0
,723170,0.02739726,0.02484472,0.017672538,0.02739726,0.007676997,0.008066088,0.02739726,0.02739726,,0
,723170,0.02739726,0.019512195,0.018063503,0.02739726,0.007676997,0.008066088,0.02739726,0.02739726,,0
,723170,0.02739726,0.004115226,0.003257576,0.02739726,0.007676997,0.008066088,0.02739726,0.02739726,,0
,716562,0.089171975,0.031914894,0.023101104,0.089171975,0.008063189,0.006756892,0.089171975,0.027027027,,0
,719833,0.0,0.031141869,0.023101104,0.0,0.001952085,0.006756892,0.0,0.027027027,,0
,719833,0.0,0.027472527,0.018063503,0.0,0.001952085,0.006756892,0.0,0.027027027,,0
,716562,0.089171975,0.017964072,0.017672538,0.089171975,0.008063189,0.006756892,0.089171975,0.027027027,,0
,719833,0.0,0.010238908,0.010477299,0.0,0.001952085,0.006756892,0.0,0.027027027,,0
,716562,0.089171975,0.00795756,0.005787606,0.089171975,0.008063189,0.006756892,0.089171975,0.027027027,,0
,716562,0.089171975,0.006410256,0.010477299,0.089171975,0.008063189,0.006756892,0.089171975,0.027027027,,0
,705352,0.1,0.005970149,0.010477299,0.1,0.014195584,0.008066088,0.1,0.027027027,,0
,716562,0.089171975,0.005797101,0.005787606,0.089171975,0.008063189,0.006756892,0.089171975,0.027027027,,0
,729179,0.0,0.0,0.004189322,0.0,0.004394531,0.008066088,0.0,0.027027027,,0
,719833,0.0,0.0,0.003506535,0.0,0.001952085,0.006756892,0.0,0.027027027,,0
,719833,0.0,0.0,0.003257576,0.0,0.001952085,0.006756892,0.0,0.027027027,,0
,718137,0.0,0.0,0.003007253,0.0,0.002538071,0.008066088,0.0,0.027027027,,0
,729179,0.0,0.0,0.002980392,0.0,0.004394531,0.008066088,0.0,0.027027027,,0
,718137,0.0,0.0,0.002980392,0.0,0.002538071,0.008066088,0.0,0.027027027,,0
,718137,0.0,0.0,0.001927913,0.0,0.002538071,0.008066088,0.0,0.027027027,,0
,729179,0.0,0.0,0.001902675,0.0,0.004394531,0.008066088,0.0,0.027027027,,0
,729179,0.0,0.0,0.001549427,0.0,0.004394531,0.008066088,0.0,0.027027027,,0
,729179,0.0,0.0,0.001549427,0.0,0.004394531,0.008066088,0.0,0.027027027,,0
,717651,0.0,0.010928962,0.018063503,0.0,0.00974279,0.006756892,0.0,0.026970954,,0
,725357,0.0,0.009302326,0.001927913,0.0,0.009457755,0.006756892,0.0,0.026833631,,0
,728118,0.0,0.007556675,0.001902675,0.0,0.004394531,0.006756892,0.0,0.026833631,,0
,719180,0.073529412,0.006410256,0.010477299,0.073529412,0.009333835,0.008066088,0.073529412,0.026833631,,0
,728118,0.0,0.004115226,0.003257576,0.0,0.004394531,0.006756892,0.0,0.026833631,,0
,728118,0.0,0.0,0.003257576,0.0,0.004394531,0.006756892,0.0,0.026833631,,0
,728118,0.0,0.0,0.001549427,0.0,0.004394531,0.006756892,0.0,0.026833631,,0
,714730,0.0,0.007874016,0.003257576,0.0,0.009234436,0.006756892,0.0,0.025974026,,0
,725096,0.08974359,0.0,0.002062371,0.08974359,0.011475137,0.006756892,0.08974359,0.025974026,,0
,714730,0.0,0.0,0.002062371,0.0,0.009234436,0.006756892,0.0,0.025974026,,0
,714730,0.0,0.0,0.001927913,0.0,0.009234436,0.006756892,0.0,0.025974026,,0
,725096,0.08974359,0.0,0.001927913,0.08974359,0.011475137,0.006756892,0.08974359,0.025974026,,0
,724812,0.0,0.004098361,0.004189322,0.0,0.009333835,0.008066088,0.0,0.025581395,,0
,724812,0.0,0.0,0.002062371,0.0,0.009333835,0.008066088,0.0,0.025581395,,0
,728583,0.025352113,0.002949853,0.005787606,0.012413793,0.009333835,0.008066088,0.025352113,0.025352113,,0
,728583,0.025352113,0.0,0.001927913,0.012413793,0.009333835,0.008066088,0.025352113,0.025352113,,0
,728583,0.025352113,0.0,0.001549427,0.012413793,0.009333835,0.008066088,0.025352113,0.025352113,,0
,722451,0.032142857,0.019444444,0.010477299,0.032374101,0.011475137,0.008066088,0.036290323,0.024390244,,0
,712775,0.017006803,0.00754717,0.002980392,0.031372549,0.007825148,0.006756892,0.031372549,0.024390244,,0
,716342,0.0,0.013850416,0.010477299,0.0,0.004937053,0.008066088,0.0,0.023809524,,0
,716342,0.0,0.007722008,0.003257576,0.0,0.004937053,0.008066088,0.0,0.023809524,,0
,723421,0.0,0.027190332,0.017672538,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,723421,0.0,0.014245014,0.017672538,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,714592,0.0,0.00887574,0.010477299,0.0,0.011598237,0.008066088,0.0,0.023210832,,0
,723421,0.0,0.00754717,0.002980392,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,723421,0.0,0.002840909,0.001902675,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,723421,0.0,0.0,0.002062371,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,723421,0.0,0.0,0.002062371,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,723421,0.0,0.0,0.001902675,0.0,0.006184987,0.006756892,0.0,0.023210832,,0
,720114,0.040145985,0.023121387,0.010477299,0.040145985,0.004937053,0.006756892,0.040145985,0.022964509,,0
,720114,0.040145985,0.008298755,0.023101104,0.040145985,0.004937053,0.006756892,0.040145985,0.022964509,,0
,715515,0.0,0.003584229,0.003257576,0.0,0.002538071,0.006756892,0.0,0.022964509,,0
,725671,0.0,0.014792899,0.010477299,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,725671,0.0,0.011049724,0.005787606,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,705606,0.071856287,0.010869565,0.023101104,0.071856287,0.010800196,0.006756892,0.071856287,0.022900763,,0
,725671,0.0,0.009463722,0.010477299,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,725671,0.0,0.005479452,0.017672538,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,717420,0.0,0.002873563,0.005787606,0.0,0.007676997,0.008066088,0.0,0.022900763,,0
,725671,0.0,0.0,0.001927913,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,725671,0.0,0.0,0.001927913,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,725671,0.0,0.0,0.001549427,0.0,0.002004901,0.008066088,0.0,0.022900763,,0
,721679,0.0,0.03030303,0.023101104,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,721679,0.0,0.022099448,0.018063503,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,721679,0.0,0.018404908,0.017672538,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,713062,0.066176471,0.012084592,0.017672538,0.066176471,0.009333835,0.008066088,0.066176471,0.022727273,,0
,712312,0.0,0.009433962,0.004189322,0.0,0.004130525,0.008066088,0.0,0.022727273,,0
,721679,0.0,0.005617978,0.005787606,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,721679,0.0,0.004210526,0.002980392,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,713062,0.066176471,0.002832861,0.001902675,0.066176471,0.009333835,0.008066088,0.066176471,0.022727273,,0
,713062,0.066176471,0.0,0.001927913,0.066176471,0.009333835,0.008066088,0.066176471,0.022727273,,0
,721679,0.0,0.0,0.001902675,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,721679,0.0,0.0,0.001549427,0.0,0.004937053,0.006756892,0.0,0.022727273,,0
,725953,0.02266289,0.009940358,0.004189322,0.02266289,0.003391267,0.008066088,0.02266289,0.02266289,,0
,715896,0.0,0.025641026,0.023101104,0.0,0.007343124,0.006756892,0.0,0.022160665,,0
,728521,0.015296367,0.025547445,0.023101104,0.03652968,0.019230769,0.008066088,0.03652968,0.022160665,,0
,715896,0.0,0.014792899,0.010477299,0.0,0.007343124,0.006756892,0.0,0.022160665,,0
,715896,0.0,0.014184397,0.003506535,0.0,0.007343124,0.006756892,0.0,0.022160665,,0
,728521,0.015296367,0.01025641,0.005787606,0.03652968,0.019230769,0.008066088,0.03652968,0.022160665,,0
,728521,0.015296367,0.0,0.003007253,0.03652968,0.019230769,0.008066088,0.03652968,0.022160665,,0
,728521,0.015296367,0.0,0.001927913,0.03652968,0.019230769,0.008066088,0.03652968,0.022160665,,0
,725024,0.0,0.029090909,0.023101104,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.025252525,0.018063503,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.021390374,0.018063503,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.019073569,0.017672538,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.019011407,0.023101104,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.010869565,0.023101104,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,725024,0.0,0.010282776,0.017672538,0.0,0.006798419,0.008066088,0.0,0.021857923,,0
,715541,0.026578073,0.004081633,0.003257576,0.026578073,0.010800196,0.006756892,0.026578073,0.021857923,,0
,715541,0.026578073,0.0,0.003007253,0.026578073,0.010800196,0.006756892,0.026578073,0.021857923,,0
,715541,0.026578073,0.0,0.002062371,0.026578073,0.010800196,0.006756892,0.026578073,0.021857923,,0
,708454,0.0,0.017964072,0.017672538,0.0,0.007676997,0.006756892,0.0,0.02020202,,0
,708454,0.0,0.017241379,0.018063503,0.0,0.007676997,0.006756892,0.0,0.02020202,,0
,708454,0.0,0.01552795,0.010477299,0.0,0.007676997,0.006756892,0.0,0.02020202,,0
,708454,0.0,0.011527378,0.017672538,0.0,0.007676997,0.006756892,0.0,0.02020202,,0
,708454,0.0,0.009009009,0.017672538,0.0,0.007676997,0.006756892,0.0,0.02020202,,0
,714956,0.0,0.006872852,0.003257576,0.0,0.001952085,0.006756892,0.0,0.02020202,,0
,726833,0.072463768,0.0,0.004189322,0.072463768,0.011475137,0.008066088,0.072463768,0.02020202,,0
,726833,0.072463768,0.0,0.001902675,0.072463768,0.011475137,0.008066088,0.072463768,0.02020202,,0
,726953,0.064748201,0.016129032,0.017672538,0.064748201,0.006763285,0.008066088,0.064748201,0.020089286,,0
,707907,0.0,0.0,0.003257576,0.0,0.009234436,0.006756892,0.0,0.020089286,,0
,713323,0.036630037,0.023952096,0.018063503,0.036630037,0.005945575,0.006756892,0.036630037,0.02,,0
,713323,0.036630037,0.016129032,0.017672538,0.036630037,0.005945575,0.006756892,0.036630037,0.02,,0
,713323,0.036630037,0.00952381,0.003007253,0.036630037,0.005945575,0.006756892,0.036630037,0.02,,0
,713323,0.036630037,0.006410256,0.010477299,0.036630037,0.005945575,0.006756892,0.036630037,0.02,,0
